name,iata_code
Ministro Victor Konder International Airport,NVT
MohÃ©li Bandar Es Eslam Airport,NWA
Norwich International Airport,NWI
Nyagan Airport,NYA
Sunyani Airport,NYI
Nanyuki Airport,NYK
Nadym Airport,NYM
Stockholm Skavsta Airport,NYO
Naypyidaw Airport,NYT
Maria Reiche Neuman Airport,NZC
Manzhouli Xijiao Airport,NZH
Chengjisihan Airport,NZL
North Island Naval Air Station-Halsey Field,NZY
Orange Airport,OAG
Bagram Air Base,OAI
Albert J Ellis Airport,OAJ
Metropolitan Oakland International Airport,OAK
Oamaru Airport,OAM
XoxocotlÃ¡n International Airport,OAX
Oberpfaffenhofen Airport,OBF
Tokachi-Obihiro Airport,OBO
Aubenas-ArdÃ¨che MÃ©ridional Airport,OBS
Francisco De Orellana Airport,OCC
Boscobel Aerodrome,OCJ
Aguas Claras Airport,OCV
CÃ³rdoba Airport,ODB
Odense Airport,ODE
RAF Odiham,ODH
Odessa International Airport,ODS
Rota Do SÃ¢ndalo Oecusse Airport,OEC
Oryol Yuzhny Airport,OEL
ÃrnskÃ¶ldsvik Airport,OER
Offutt Air Force Base,OFF
Karl Stefan Memorial Airport,OFK
Orangeburg Municipal Airport,OGB
Ogden Hinckley Airport,OGD
Kahului Airport,OGG
Eugene F. Correira International Airport,OGL
Yonaguni Airport,OGN
Ain el Beida Airport,OGX
Beslan Airport,OGZ
RNZAF Base Ohakea,OHA
Ohrid St. Paul the Apostle Airport,OHD
Gu-Lian Airport,OHE
Okhotsk Airport,OHO
Oshima Airport,OIM
Okushiri Airport,OIR
Oita Airport,OIT
Naha Airport,OKA
Will Rogers World Airport,OKC
Okadama Airport,OKD
Okierabu Airport,OKE
Oki Global Geopark Airport,OKI
Okayama Momotaro Airport,OKJ
Okondja Airport,OKN
Yokota Air Base,OKO
Oakey Airport,OKY
Ãrland Airport,OLA
Olbia Costa Smeralda Airport,OLB
L M Clayton Airport,OLF
Oyo Ollombo Airport,OLL
Olympia Regional Airport,OLM
Nogales International Airport,OLS
Olyokminsk Airport,OLZ
Eppley Airfield,OMA
Omboue Hopital Airport,OMB
Ormoc Airport,OMC
Oranjemund Airport,OMD
Nome Airport,OME
Urmia Airport,OMH
Mostar International Airport,OMO
Oradea International Airport,OMR
Omsk Central Airport,OMS
Ondangwa Airport,OND
Odate Noshiro Airport,ONJ
Newport Municipal Airport,ONP
Ontario International Airport,ONT
Enrique Adolfo Jimenez Airport,ONX
Gold Coast Airport,OOL
Cooma Snowy Mountains Airport,OOM
Miami-Opa Locka Executive Airport,OPF
Francisco de SÃ¡ Carneiro Airport,OPO
Balimo Airport,OPU
OrÃ¡n Airport,ORA
Ãrebro Airport,ORB
Chicago O'Hare International Airport,ORD
OrlÃ©ans-Bricy (BA 123) Air Base,ORE
Norfolk International Airport,ORF
Worcester Regional Airport,ORH
Cork Airport,ORK
Es Senia Airport,ORN
Northway Airport,ORT
Juan Mendoza Airport,ORU
Paris-Orly Airport,ORY
"Ãre Ãstersund Airport",OSD
Ostafyevo International Airport,OSF
Wittman Regional Airport,OSH
Osijek Airport,OSI
Oslo Gardermoen Airport,OSL
Mosul International Airport,OSM
Osan Air Base,OSN
Ostrava Leos JanÃ¡Äek Airport,OSR
Osh Airport,OSS
Ostend-Bruges International Airport,OST
The Ohio State University Airport - Don Scott Field,OSU
Orsk Airport,OSW
Southwest Oregon Regional Airport,OTH
Pitu Airport,OTI
Ottumwa Regional Airport,OTM
Henri CoandÄ International Airport,OTP
Coto 47 Airport,OTR
Ralph Wien Memorial Airport,OTZ
Ouagadougou Airport,OUA
Angads Airport,OUD
Ouesso Airport,OUE
Oudtshoorn Airport,OUH
Outer Skerries Airport,OUK
Oulu Airport,OUL
Tolmachevo Airport,OVB
Asturias Airport,OVD
Sovetskiy Airport,OVS
Owensboro Daviess County Airport,OWB
Norwood Memorial Airport,OWD
Osvaldo Vieira International Airport,OXB
Oxford (Kidlington) Airport,OXF
Oxnard Airport,OXR
Goya Airport,OYA
Oyem Airport,OYE
Oiapoque Airport,OYK
Tres Arroyos Airport,OYO
Saint-Georges-de-l'Oyapock Airport,OYP
Labo Airport,OZC
Zaporizhzhia International Airport,OZH
Moron Air Base,OZP
Cairns AAF (Fort Rucker) Air Field,OZR
Ouarzazate Airport,OZZ
Bilaspur Airport,PAB
Marcos A. Gelabert International Airport,PAC
Paderborn Lippstadt Airport,PAD
Snohomish County (Paine Field) Airport,PAE
Pagadian Airport,PAG
Barkley Regional Airport,PAH
German Olano Air Base,PAL
Tyndall Air Force Base,PAM
Pattani Airport,PAN
Toussaint Louverture International Airport,PAP
"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ
Lok Nayak Jayaprakash Airport,PAT
Paulo Afonso Airport,PAV
Port-de-Paix Airport,PAX
El TajÃ­n National Airport,PAZ
Hermanos SerdÃ¡n International Airport,PBC
Porbandar Airport,PBD
"Pine Bluff Regional Airport, Grider Field",PBF
Plattsburgh International Airport,PBG
Paro Airport,PBH
Palm Beach International Airport,PBI
General Bartolome Salom International Airport,PBL
Johan Adolf Pengel International Airport,PBM
Porto Amboim Airport,PBN
Paraburdoo Airport,PBO
Puerto Barrios Airport,PBR
Putao Airport,PBU
Plettenberg Bay Airport,PBZ
Potchefstroom Airport,PCF
Cap FAP David Abenzur Rengifo International Airport,PCL
Principe Airport,PCP
German Olano Airport,PCR
Obando Airport,PDA
Minangkabau International Airport,PDG
DeKalb Peachtree Airport,PDK
JoÃ£o Paulo II Airport,PDL
Pendopo Airport,PDO
Capitan Corbeta CA Curbelo International Airport,PDP
Piedras Negras International Airport,PDS
Eastern Oregon Regional At Pendleton Airport,PDT
Plovdiv International Airport,PDV
Portland International Airport,PDX
Pardubice Airport,PED
Bolshoye Savino Airport,PEE
Perugia San Francesco d'Assisi â Umbria International Airport,PEG
Comodoro Pedro Zanni Airport,PEH
MatecaÃ±a International Airport,PEI
Beijing Capital International Airport,PEK
Padre Aldamiz International Airport,PEM
Penang International Airport,PEN
Perth International Airport,PER
Petrozavodsk Airport,PES
JoÃ£o SimÃµes Lopes Neto International Airport,PET
PÃ©cs-PogÃ¡ny Airport,PEV
Peshawar International Airport,PEW
Pechora Airport,PEX
Penza Airport,PEZ
Lauro Kurtz Airport,PFB
Paphos International Airport,PFO
Page Municipal Airport,PGA
Perpignan-Rivesaltes (LlabanÃ¨re) Airport,PGF
Pantnagar Airport,PGH
Persian Gulf International Airport,PGU
Pitt Greenville Airport,PGV
PÃ©rigueux-Bassillac Airport,PGX
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ
Port Harcourt International Airport,PHC
Port Hedland International Airport,PHE
Newport News Williamsburg International Airport,PHF
Philadelphia International Airport,PHL
Phitsanulok Airport,PHS
Hendrik Van Eck Airport,PHW
Phoenix Sky Harbor International Airport,PHX
Phetchabun Airport,PHY
General Wayne A. Downing Peoria International Airport,PIA
Hattiesburg Laurel Regional Airport,PIB
St Petersburg Clearwater International Airport,PIE
Pingtung North Airport,PIF
Pocatello Regional Airport,PIH
Glasgow Prestwick Airport,PIK
Carlos Miguel Gimenez Airport,PIL
CapitÃ¡n FAP RenÃ¡n ElÃ­as Olivera International Airport,PIO
Pierre Regional Airport,PIR
Poitiers-Biard Airport,PIS
Pittsburgh International Airport,PIT
CapitÃ¡n FAP Guillermo Concha Iberico International Airport,PIU
Pikwitonei Airport,PIW
Pico Airport,PIX
Point Lay LRRS Airport,PIZ
Pajala Airport,PJA
Panjgur Airport,PJG
Puerto Jimenez Airport,PJM
Mid Ohio Valley Regional Airport,PKB
Yelizovo Airport,PKC
Parkes Airport,PKE
Puka Puka Airport,PKP
Pokhara Airport,PKR
Port Keats Airport,PKT
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU
Pskov Airport,PKV
Selebi Phikwe Airport,PKW
Beijing Daxing International Airport,PKX
Pakse International Airport,PKZ
Placencia Airport,PLJ
Ponta Pelada Airport,PLL
Sultan Mahmud Badaruddin II Airport,PLM
Pellston Regional Airport of Emmet County Airport,PLN
Port Lincoln Airport,PLO
Palanga International Airport,PLQ
Providenciales Airport,PLS
Pampulha - Carlos Drummond de Andrade Airport,PLU
Mutiara Airport,PLW
Semipalatinsk Airport,PLX
Port Elizabeth Airport,PLZ
Pemba Airport,PMA
El Tepual Airport,PMC
Palmdale Regional/USAF Plant 42 Airport,PMD
Parma Airport,PMF
Ponta PorÃ£ Airport,PMG
Palma De Mallorca Airport,PMI
FalconeâBorsellino Airport,PMO
Perito Moreno Airport,PMQ
Palmerston North Airport,PMR
Palmyra Airport,PMS
Del Caribe Santiago MariÃ±o International Airport,PMV
Brigadeiro Lysias Rodrigues Airport,PMW
El Tehuelche Airport,PMY
Palmar Sur Airport,PMZ
Pamplona Airport,PNA
Porto Nacional Airport,PNB
Ponca City Regional Airport,PNC
Punta Gorda Airport,PND
Northeast Philadelphia Airport,PNE
Phnom Penh International Airport,PNH
Pohnpei International Airport,PNI
Supadio Airport,PNK
Pantelleria Airport,PNL
Girua Airport,PNP
Pune Airport,PNQ
Pointe Noire Airport,PNR
Pensacola International Airport,PNS
Tte. Julio Gallardo Airport,PNT
PanevÄÅ¾ys Air Base,PNV
Pondicherry Airport,PNY
Senador Nilo Coelho Airport,PNZ
Salgado Filho Airport,POA
Pope Field,POB
Polk Army Air Field,POE
Port Gentil Airport,POG
Capitan Nicolas Rojas Airport,POI
Pemba Airport,POL
Port Moresby Jacksons International Airport,POM
PoÃ§os de Caldas - Embaixador Walther Moreira Salles Airport,POO
Gregorio Luperon International Airport,POP
Pori Airport,POR
Piarco International Airport,POS
Ken Jones Airport,POT
Dutchess County Airport,POU
Portoroz Airport,POW
AÃ©rodrome de Pontoise - Cormeilles en Vexin,POX
PoznaÅ-Åawica Airport,POZ
Presidente Prudente Airport,PPB
Pago Pago International Airport,PPG
Port Pirie Airport,PPI
Petropavlosk South Airport,PPK
Guillermo LeÃ³n Valencia Airport,PPN
Proserpine Whitsunday Coast Airport,PPP
Paraparaumu Airport,PPQ
Puerto Princesa Airport,PPS
Faa'a International Airport,PPT
Phu Quoc International Airport,PQC
Presque Isle International Airport,PQI
Port Macquarie Airport,PQQ
General Urquiza Airport,PRA
Paso Robles Municipal Airport,PRB
Prescott Regional Airport - Ernest A. Love Field,PRC
VÃ¡clav Havel Airport Prague,PRG
Phrae Airport,PRH
Praslin Airport,PRI
PortimÃ£o Airport,PRM
PriÅ¡tina International Airport,PRN
PÅerov Air Base,PRV
Cox Field,PRX
Wonderboom Airport,PRY
Pisa International Airport,PSA
Tri Cities Airport,PSC
Port Said Airport,PSD
Mercedita Airport,PSE
Petersburg James A Johnson Airport,PSG
Pasni Airport,PSI
Kasiguncu Airport,PSJ
Portsmouth International at Pease Airport,PSM
Antonio Narino Airport,PSO
Palm Springs International Airport,PSP
Pescara International Airport,PSR
Libertador Gral D Jose De San Martin Airport,PSS
Pangsuma Airport,PSU
Port Stanley Airport,PSY
CapitÃ¡n Av. Salvador Ogaya G. airport,PSZ
Polokwane International Airport,PTG
Port Heiden Airport,PTH
Portland Airport,PTJ
Oakland County International Airport,PTK
Palmarito Airport,PTM
Pointe-Ã -Pitre Le Raizet,PTP
Platinum Airport,PTU
Pitalito Airport,PTX
Tocumen International Airport,PTY
Puerto Deseado Airport,PUD
Pau PyrÃ©nÃ©es Airport,PUF
Port Augusta Airport,PUG
Punta Cana International Airport,PUJ
Pdte. Carlos IbaÃ±ez del Campo Airport,PUQ
Gimhae International Airport,PUS
Sri Sathya Sai Airport,PUT
Tres De Mayo Airport,PUU
Pullman Moscow Regional Airport,PUW
Pula Airport,PUY
Puerto Cabezas Airport,PUZ
El Embrujo Airport,PVA
Theodore Francis Green State Airport,PVD
Shanghai Pudong International Airport,PVG
Governador Jorge Teixeira de Oliveira Airport,PVH
Aktion National Airport,PVK
Reales Tamarindos Airport,PVO
Licenciado Gustavo DÃ­az Ordaz International Airport,PVR
Provideniya Bay Airport,PVS
Provo Municipal Airport,PVU
Pevek Airport,PWE
Chicago Executive Airport,PWK
Portland International Jetport,PWM
Pavlodar Airport,PWQ
Bremerton National Airport,PWT
Ralph Wenz Field,PWY
Puerto Escondido International Airport,PXM
Porto Santo Airport,PXO
Surin Airport,PXR
Pleiku Airport,PXU
Cacique Aramare Airport,PYH
Polyarny Airport,PYJ
Payam International Airport,PYK
Andravida Air Base,PYR
Paz De Ariporo Airport,PZA
Pietermaritzburg Airport,PZB
Zhob Airport,PZH
Bao'anying Airport,PZI
General Manuel Carlos Piar International Airport,PZO
Maquehue Airport,PZS
Port Sudan New International Airport,PZU
PieÅ¡Å¥any Airport,PZY
Bella Coola Airport,QBC
RAF Coningsby,QCY
Gifu Airport,QGU
Base de AviaÃ§Ã£o de TaubatÃ© Airport,QHP
Harar Meda Airport,QHR
Jubail Airport,QJB
Blida Airport,QLD
Sarzana-Luni Air Base,QLP
Monte Real Air Base,QLR
Latina Air Base,QLT
Annemasse Airport,QNJ
Sam Mbakwe International Airport,QOW
Padova Airport,QPA
Pinar Del Rio Airport,QPD
Paya Lebar Air Base,QPG
Campo Fontenelle Airport,QPS
Rand Airport,QRA
De La Independencia Airport,QRC
Narromine Airport,QRM
QuerÃ©taro Intercontinental Airport,QRO
Warren Airport,QRR
Warri Airport,QRW
Ain Arnat Airport,QSF
San Nicolas De Bari Airport,QSN
Salerno Costa d'Amalfi Airport,QSR
Yeerqiang Airport,QSZ
Akwa Ibom International Airport,QUO
RAF Wyton,QUY
Oksywie Military Air Base,QYD
Tokua Airport,RAB
Arar Domestic Airport,RAE
Rafha Domestic Airport,RAH
Praia International Airport,RAI
Rajkot Airport,RAJ
Menara Airport,RAK
Riverside Municipal Airport,RAL
Leite Lopes Airport,RAO
Rapid City Regional Airport,RAP
Rarotonga International Airport,RAR
Sardar-e-Jangal Airport,RAS
Rawalakot Airport,RAZ
Rabat-SalÃ© Airport,RBA
Ratanakiri Airport,RBE
Red Bluff Municipal Airport,RBL
Rio Branco-PlÃ¡cido de Castro International Airport,RBR
Ruby Airport,RBY
Ellsworth Air Force Base,RCA
Richards Bay Airport,RCB
Almirante Padilla Airport,RCH
Rochefort-Saint-Agnant (BA 721) Airport,RCO
Reconquista Airport,RCQ
Area De Material Airport,RCU
Redding Municipal Airport,RDD
Reading Regional Carl A Spaatz Field,RDG
Roberts Field,RDM
Radom Airport,RDO
Kazi Nazrul Islam Airport,RDP
Grand Forks Air Force Base,RDR
Rincon De Los Sauces Airport,RDS
Raleigh Durham International Airport,RDU
Rodez-Marcillac Airport,RDZ
Reao Airport,REA
Guararapes - Gilberto Freyre International Airport,REC
Reggio Calabria Airport,REG
Almirante Marco Andres Zar Airport,REL
Orenburg Central Airport,REN
Siem Reap International Airport,REP
Retalhuleu Airport,RER
Resistencia International Airport,RES
Reus Air Base,REU
"Rewa Airport, Chorhata, REWA",REW
General Lucio Blanco International Airport,REX
Chicago Rockford International Airport,RFD
Raiatea Airport,RFP
Hermes Quijada International Airport,RGA
Rangiroa Airport,RGI
Gorno-Altaysk Airport,RGK
Piloto Civil N. FernÃ¡ndez Airport,RGL
Yangon International Airport,RGN
Orang Airport,RGO
Burgos Airport,RGS
Japura Airport,RGT
Termas de RÃ­o Hondo international Airport,RHD
Rhinelander Oneida County Airport,RHI
Diagoras Airport,RHO
Santa Maria Airport,RIA
Richmond International Airport,RIC
Juan Simons Vela Airport,RIJ
Garfield County Regional Airport,RIL
Rishiri Airport,RIS
March ARB Airport,RIV
Riverton Regional Airport,RIW
Riga International Airport,RIX
Riyan Mukalla International Airport,RIY
Rizhao Shanzihe Airport,RIZ
Rajahmundry Airport,RJA
Shah Mokhdum Airport,RJH
Rijeka Airport,RJK
Rafsanjan Airport,RJN
Copenhagen Roskilde Airport,RKE
Southwest Wyoming Regional Airport,RKS
Ras Al Khaimah International Airport,RKT
Reykjavik Airport,RKV
Shigatse Air Base,RKZ
Rostock-Laage Airport,RLG
Bayannur Tianjitai Airport,RLK
Roma Airport,RMA
Griffiss International Airport,RME
Marsa Alam International Airport,RMF
Richard B Russell Airport,RMG
Federico Fellini International Airport,RMI
Renmark Airport,RMK
Colombo Ratmalana Airport,RML
Taichung Ching Chuang Kang Airport,RMQ
Ramstein Air Base,RMS
RegiÃ³n de Murcia International Airport,RMU
Ronneby Airport,RNB
Randolph Air Force Base,RND
Roanne-Renaison Airport,RNE
Yoron Airport,RNJ
Bornholm Airport,RNN
Reno Tahoe International Airport,RNO
Rennes-Saint-Jacques Airport,RNS
RoanokeâBlacksburg Regional Airport,ROA
Roberts International Airport,ROB
Greater Rochester International Airport,ROC
Robertson Airport,ROD
Roi Et Airport,ROI
Rockhampton Airport,ROK
Rota International Airport,ROP
Babelthuap Airport,ROR
Islas Malvinas Airport,ROS
Rotorua Regional Airport,ROT
Platov International Airport,ROV
Roswell Air Center Airport,ROW
Rota Naval Station Airport,ROZ
Ngukurr Airport,RPM
Ben Ya'akov Airport,RPN
Ruoqiang Loulan Airport,RQA
Qayyarah West Airport,RQW
Sir Charles Gaetan Duval Airport,RRG
Rourkela Airport,RRK
RÃ¸ros Airport,RRS
Santa Rosa Airport,RSA
Rock Sound Airport,RSD
Russell Municipal Airport,RSL
Rochester International Airport,RST
Yeosu Airport,RSU
Southwest Florida International Airport,RSW
Juan Manuel Galvez International Airport,RTB
Ratnagiri Airport,RTC
Rotterdam The Hague Airport,RTM
Saratov Central Airport,RTW
Arua Airport,RUA
Rugao Air Base,RUG
King Khaled International Airport,RUH
Sierra Blanca Regional Airport,RUI
Roland Garros Airport,RUN
Rurutu Airport,RUR
Rutland - Southern Vermont Regional Airport,RUT
Rubelsanto Airport,RUV
"RÃ¸rvik Airport, Ryum",RVK
Rovaniemi Airport,RVN
Richard Lloyd Jones Jr Airport,RVS
Redwood Falls Municipal Airport,RWF
Rocky Mount Wilson Regional Airport,RWI
Rawlins Municipal Airport/Harvey Field,RWL
Rivne International Airport,RWN
Roxas Airport,RXS
Staroselye Airport,RYB
"Moss Airport, Rygge",RYG
Shaikh Zaid Airport,RYK
Royan-MÃ©dis Airport,RYN
Santa Cruz Airport,RZA
RzeszÃ³w-Jasionka Airport,RZE
Ramsar Airport,RZR
Sacramento Executive Airport,SAC
Santa Fe Municipal Airport,SAF
Shirdi Airport,SAG
Sana'a International Airport,SAH
MonseÃ±or Ãscar Arnulfo Romero International Airport,SAL
San Diego International Airport,SAN
RamÃ³n Villeda Morales International Airport,SAP
San Andros Airport,SAQ
San Antonio International Airport,SAT
Savannah Hilton Head International Airport,SAV
Sabiha GÃ¶kÃ§en International Airport,SAW
Siena-Ampugnano Airport,SAY
Santa Barbara Municipal Airport,SBA
San Bernardino International Airport,SBD
Gustaf III Airport,SBH
Saint-Brieuc-Armor Airport,SBK
Santa Ana Del Yacuma Airport,SBL
South Bend Regional Airport,SBN
San Luis County Regional Airport,SBP
Sabetta International Airport,SBT
Springbok Airport,SBU
Sibu Airport,SBW
Salisbury Ocean City Wicomico Regional Airport,SBY
Sibiu International Airport,SBZ
Deadhorse Airport,SCC
University Park Airport,SCE
Schenectady County Airport,SCH
Paramillo Airport,SCI
Stockton Metropolitan Airport,SCK
Comodoro Arturo Merino BenÃ­tez International Airport,SCL
Scammon Bay Airport,SCM
SaarbrÃ¼cken Airport,SCN
Aktau Airport,SCO
Santiago de Compostela Airport,SCQ
Scandinavian Mountains Airport,SCR
Scatsta Airport,SCS
Socotra International Airport,SCT
Antonio Maceo International Airport,SCU
Suceava Stefan cel Mare Airport,SCV
Syktyvkar Airport,SCW
Langebaanweg Airport,SDB
Lubango Airport,SDD
Vicecomodoro Angel D. La Paz AragonÃ©s Airport,SDE
Louisville Muhammad Ali International Airport,SDF
Sanandaj Airport,SDG
Sendai Airport,SDJ
Sandakan Airport,SDK
Sundsvall-HÃ¤rnÃ¶sand Airport,SDL
Brown Field Municipal Airport,SDM
Sand Point Airport,SDP
Las AmÃ©ricas International Airport,SDQ
Santander Airport,SDR
Sado Airport,SDS
Saidu Sharif Airport,SDT
Santos Dumont Airport,SDU
Sidney - Richland Regional Airport,SDY
Seattle Tacoma International Airport,SEA
Sabha Airport,SEB
Srednekolymsk Airport,SEK
Southend Airport,SEN
Seychelles International Airport,SEZ
Sfax Thyna International Airport,SFA
Orlando Sanford International Airport,SFB
San Fernando De Apure Airport,SFD
San Fernando Airport,SFE
Felts Field,SFF
L'EspÃ©rance Airport,SFG
Kangerlussuaq Airport,SFJ
Sauce Viejo Airport,SFN
San Francisco International Airport,SFO
ÅanlÄ±urfa Airport,SFQ
Subic Bay International Airport,SFS
SkellefteÃ¥ Airport,SFT
Surgut Airport,SGC
SÃ¸nderborg Airport,SGD
Siegerland Airport,SGE
Springfield Branson National Airport,SGF
Springfield-Beckley Municipal Airport,SGH
Mushaf Air Base,SGI
Tan Son Nhat International Airport,SGN
Sugar Land Regional Airport,SGR
St George Municipal Airport,SGU
Songkhla Airport,SGZ
Shanghai Hongqiao International Airport,SHA
Nakashibetsu Airport,SHB
Taoxian Airport,SHE
Shishmaref Airport,SHH
Shimojishima Airport,SHI
Sharjah International Airport,SHJ
Shillong Airport,SHL
Nanki Shirahama Airport,SHM
King Mswati III International Airport,SHO
Sheridan County Airport,SHR
Shepparton Airport,SHT
Shreveport Regional Airport,SHV
Sharurah Airport,SHW
Xi'an Xiguan Airport,SIA
AmÃ­lcar Cabral International Airport,SID
Fernando Luis Ribas Dominicci Airport,SIG
SiglufjÃ¶rÃ°ur Airport,SIJ
Singapore Changi Airport,SIN
Smithton Airport,SIO
Simferopol International Airport,SIP
Sion Airport,SIR
Sishen Airport,SIS
Sitka Rocky Gutierrez Airport,SIT
Norman Y. Mineta San Jose International Airport,SJC
Los Cabos International Airport,SJD
Jorge E. Gonzalez Torres Airport,SJE
San Jose Airport,SJI
Sarajevo International Airport,SJJ
Professor Urbano Ernesto Stumpf Airport,SJK
SÃ£o Gabriel da Cachoeira Airport,SJL
Juan Santamaria International Airport,SJO
Prof. Eribelto Manoel Reino State Airport,SJP
San Angelo Regional Mathis Field,SJT
Luis Munoz Marin International Airport,SJU
Shijiazhuang Daguocun International Airport,SJW
Sartaneja Airport,SJX
SeinÃ¤joki Airport,SJY
SÃ£o Jorge Airport,SJZ
Fairchild Air Force Base,SKA
Robert L. Bradshaw International Airport,SKB
Samarkand Airport,SKD
Skien Airport,SKE
Lackland Air Force Base,SKF
Thessaloniki Macedonia International Airport,SKG
Stokmarknes Skagen Airport,SKN
Sadiq Abubakar III International Airport,SKO
Skopje International Airport,SKP
Skrydstrup Air Base,SKS
Sialkot Airport,SKT
St Catherine International Airport,SKV
Saransk Airport,SKX
Sukkur Airport,SKZ
Martin Miguel De Guemes International Airport,SLA
Salt Lake City International Airport,SLC
SliaÄ Airport,SLD
Salem Municipal Airport/McNary Field,SLE
Adirondack Regional Airport,SLK
Salalah Airport,SLL
Salamanca Airport,SLM
Salina Municipal Airport,SLN
Ponciano Arriaga International Airport,SLP
George F. L. Charles Airport,SLU
Plan De Guadalupe International Airport,SLW
Salekhard Airport,SLY
Marechal Cunha Machado International Airport,SLZ
Santa Maria Airport,SMA
Lake Cumberland Regional Airport,SME
Sacramento International Airport,SMF
Samos Airport,SMI
Stella Maris Airport,SML
Lemhi County Airport,SMN
SimÃ³n BolÃ­var International Airport,SMR
Sainte Marie Airport,SMS
Samedan Airport,SMV
Smara Airport,SMW
Santa Maria Pub/Capt G Allan Hancock Field,SMX
John Wayne Airport-Orange County Airport,SNA
Snake Bay Airport,SNB
General Ulpiano Paez Airport,SNC
PreguiÃ§a Airport,SNE
Sub Teniente Nestor Arias Airport,SNF
San Julian Air Base,SNJ
Shannon Airport,SNN
Sakon Nakhon Airport,SNO
St Paul Island Airport,SNP
Saint-Nazaire-Montoir Airport,SNR
Salinas Municipal Airport,SNS
Abel Santamaria Airport,SNU
Santa Elena de Uairen Airport,SNV
Thandwe Airport,SNW
Sidney Municipal-Lloyd W Carr Field,SNY
Santa Cruz Air Force Base,SNZ
HÃ©vÃ­zâBalaton Airport,SOB
Sofia Airport,SOF
SÃ¸rkjosen Airport,SOJ
San TomÃ© Airport,SOM
Santo Pekoa International Airport,SON
SÃ¶derhamn Airport,SOO
Dominique Edward Osok Airport,SOQ
Sodankyla Airport,SOT
Southampton Airport,SOU
Solenzara (BA 126) Air Base,SOZ
La Palma Airport,SPC
Saidpur Airport,SPD
Abraham Lincoln Capital Airport,SPI
Spangdahlem Air Base,SPM
Saipan International Airport,SPN
Menongue Airport,SPP
San Pedro Airport,SPR
Sheppard Air Force Base-Wichita Falls Municipal Airport,SPS
Split Airport,SPU
Sphinx International Airport,SPX
San Pedro Airport,SPY
Shangrao Sanqingshan Airport,SQD
Sintang(Susilo) Airport,SQG
Shaxian Airport,SQJ
Storuman Airport,SQO
Å iauliai International Airport,SQQ
Skive Airport,SQW
RAF Scampton,SQZ
AlcantarÃ­ Airport,SRE
Stord Airport,SRP
Sarasota Bradenton International Airport,SRQ
Soroti Airport,SRT
Gardabya Airport,SRX
Dasht-e Naz Airport,SRY
El Trompillo Airport,SRZ
Deputado Luiz Eduardo MagalhÃ£es International Airport,SSA
Shaw Air Force Base,SSC
Solapur Airport,SSE
Stinson Municipal Airport,SSF
Malabo Airport,SSG
Sharm El Sheikh International Airport,SSH
St Simons Island Airport,SSI
SandnessjÃ¸en Airport (Stokka),SSJ
Seoul Air Base (K-16),SSN
Santa Teresita Airport,SST
Mbanza Congo Airport,SSY
Base AÃ©rea de Santos Airport,SSZ
Stauning Airport,STA
Santa BÃ¡rbara del Zulia Airport,STB
St Cloud Regional Airport,STC
Mayor Buenaventura Vivas International Airport,STD
St George Airport,STG
Cibao International Airport,STI
Rosecrans Memorial Airport,STJ
St Louis Lambert International Airport,STL
Maestro Wilson Fonseca Airport,STM
London Stansted Airport,STN
St Paul Downtown Holman Field,STP
Stuttgart Airport,STR
Charles M. Schulz Sonoma County Airport,STS
Cyril E. King Airport,STT
Surat Airport,STV
Stavropol Shpakovskoye Airport,STW
Henry E Rohlsen Airport,STX
Nueva Hesperides International Airport,STY
Juanda International Airport,SUB
Lamezia Terme Airport,SUF
Surigao Airport,SUG
Sukhumi Dranda Airport,SUI
Satu Mare Airport,SUJ
Sui Airport,SUL
Friedman Memorial Airport,SUN
Spirit of St Louis Airport,SUS
Travis Air Force Base,SUU
Nausori International Airport,SUV
Sioux Gateway Airport/Brigadier General Bud Day Field,SUX
Savoonga Airport,SVA
Sambava Airport,SVB
Argyle International Airport,SVD
Stavanger Airport Sola,SVG
Eduardo Falla Solano Airport,SVI
SvolvÃ¦r Helle Airport,SVJ
Savonlinna Airport,SVL
Hunter Army Air Field,SVN
Sheremetyevo International Airport,SVO
Kuito Airport,SVP
Sevilla Airport,SVQ
Sparrevohn LRRS Airport,SVW
Koltsovo Airport,SVX
San Antonio Del Tachira Airport,SVZ
Jieyang Chaoshan International Airport,SWA
Stawell Airport,SWC
Seward Airport,SWD
New York Stewart International Airport,SWF
Swan Hill Airport,SWH
Stillwater Regional Airport,SWO
Swansea Airport,SWS
Strezhevoy Airport,SWT
Suwon Airport,SWU
Strasbourg Airport,SXB
West Sale Airport,SXE
Berlin-SchÃ¶nefeld Airport,SXF
Sirri Island Airport,SXI
Shanshan Airport,SXJ
Sligo Airport,SXL
Princess Juliana International Airport,SXM
Sua Pan Airport,SXN
Soldotna Airport,SXQ
Sheikh ul Alam Airport,SXR
Salem Airport,SXV
Siirt Airport,SXZ
Eareckson Air Station,SYA
Sydney Kingsford Smith International Airport,SYD
Sirjan Airport,SYJ
Shonai Airport,SYO
Ruben Cantu Airport,SYP
Tobias Bolanos International Airport,SYQ
Syracuse Hancock International Airport,SYR
Saskylakh Airport,SYS
Saint-Yan Airport,SYT
Sehwan Sharif Airport,SYW
